MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,HasBsmt,SalePrice
20.0,0.0,11241.0,0.0,1.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,1.0,6.0,7.0,1970.0,1970.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,578.0,0.0,426.0,6.911747300251674,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,6.911747300251674,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,1.0,2.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,3.0,2010.0,0.0,0.0,1.0,
90.0,0.0,10791.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,4.0,5.0,1967.0,1967.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1296.0,0.0,0.0,7.16703787691222,0.0,0.0,2.0,0.0,2.0,2.0,1.0,6.0,0.0,0.0,2.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,10.0,2006.0,0.0,0.0,0.0,
20.0,0.0,13695.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,1.0,5.0,5.0,2004.0,2004.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,646.0,0.0,468.0,7.01571242048723,0.0,0.0,0.0,0.0,1114.0,0.0,0.0,7.01571242048723,1.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,0.0,2.0,576.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0,0.0,1.0,
20.0,0.0,7560.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,6.0,1958.0,1965.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,504.0,0.0,525.0,6.9363427358340495,0.0,2.0,0.0,0.0,1339.0,0.0,0.0,7.199678345691172,0.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,1.0,0.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,2.0,1.0,1.0,
60.0,0.0,14215.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,5.0,2005.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,7.05444965813294,0.0,0.0,0.0,0.0,1158.0,1218.0,0.0,7.773173680482536,0.0,0.0,3.0,1.0,4.0,1.0,0.0,9.0,0.0,1.0,3.0,853.0,0.0,240.0,154.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,1.0,2.0,1.0,
45.0,1.0,7449.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,7.0,7.0,1930.0,1950.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,637.0,6.456769655572163,0.0,0.0,0.0,1.0,1108.0,0.0,0.0,7.010311867307229,0.0,0.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,1.0,280.0,1.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.0,0.0,1.0,
20.0,0.0,9742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,2002.0,2002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777.0,7.482681828154651,0.0,0.0,0.0,0.0,1795.0,0.0,0.0,7.492760300922379,0.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,1.0,2.0,534.0,0.0,171.0,159.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,0.0,0.0,1.0,
120.0,1.0,4224.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,1.0,5.0,7.0,1976.0,1976.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,840.0,0.0,200.0,6.946975992135418,0.0,2.0,0.0,0.0,1060.0,0.0,0.0,6.966024187106113,1.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,0.0,1.0,2.0,572.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.0,0.0,1.0,
20.0,0.0,8246.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,5.0,8.0,1968.0,2001.0,0.0,0.0,7.0,4.0,1.0,1.0,1.0,188.0,668.0,204.0,6.966024187106113,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,6.966024187106113,1.0,0.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,1.0,270.0,0.0,406.0,90.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.0,0.0,1.0,
20.0,0.0,14230.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,8.0,5.0,2007.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.0,7.356279876550748,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,7.3777589082278725,0.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,1.0,3.0,890.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.0,0.0,1.0,
20.0,0.0,7200.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,7.0,1951.0,2000.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,234.0,486.0,180.0,6.802394763324311,0.0,2.0,0.0,0.0,900.0,0.0,0.0,6.802394763324311,0.0,1.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,2.0,576.0,0.0,222.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.0,0.0,1.0,
20.0,0.0,11478.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,8.0,5.0,2007.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.0,0.0,486.0,7.440733707389261,0.0,0.0,0.0,0.0,1704.0,0.0,0.0,7.440733707389261,1.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,1.0,3.0,772.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.0,0.0,1.0,
20.0,0.0,16321.0,0.0,1.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,6.0,1957.0,1997.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1277.0,0.0,207.0,7.302496423727326,0.0,2.0,0.0,0.0,1600.0,0.0,0.0,7.3777589082278725,1.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,0.0,2.0,1.0,319.0,0.0,288.0,258.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,0.0,0.0,1.0,
30.0,1.0,6324.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,1.0,4.0,6.0,1927.0,1950.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,520.0,6.253828811575473,0.0,3.0,1.0,0.0,520.0,0.0,0.0,6.253828811575473,0.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,240.0,0.0,49.0,0.0,87.0,0.0,0.0,0.0,0.0,5.0,2008.0,0.0,0.0,1.0,
70.0,2.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,4.0,4.0,1920.0,1950.0,2.0,0.0,4.0,7.0,1.0,2.0,2.0,0.0,0.0,649.0,6.47543271670409,0.0,2.0,1.0,0.0,649.0,668.0,0.0,7.183111701743281,0.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,250.0,1.0,0.0,54.0,172.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.0,0.0,1.0,
20.0,0.0,8544.0,0.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,5.0,6.0,1966.0,2006.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1228.0,7.113142108707088,0.0,1.0,0.0,0.0,1228.0,0.0,0.0,7.113142108707088,0.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,271.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0,0.0,1.0,
20.0,0.0,11049.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,2007.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,7.1180162044653335,0.0,0.0,0.0,0.0,1234.0,0.0,0.0,7.1180162044653335,0.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,2.0,484.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,0.0,0.0,1.0,
20.0,0.0,10552.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,5.0,1959.0,1959.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,1018.0,0.0,380.0,7.242797922793756,0.0,1.0,0.0,0.0,1700.0,0.0,0.0,7.438383530044307,0.0,1.0,1.0,1.0,4.0,1.0,0.0,6.0,0.0,1.0,2.0,447.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,0.0,0.0,1.0,
120.0,0.0,7313.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,9.0,5.0,2005.0,2005.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1153.0,0.0,408.0,7.353081920515432,0.0,0.0,0.0,0.0,1561.0,0.0,0.0,7.353081920515432,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,1.0,2.0,556.0,0.0,203.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,0.0,0.0,1.0,
60.0,0.0,13418.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,5.0,2004.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0,7.018401799069201,0.0,0.0,0.0,0.0,1132.0,1320.0,0.0,7.804659297056102,0.0,0.0,3.0,1.0,4.0,1.0,0.0,9.0,0.0,1.0,3.0,691.0,0.0,113.0,32.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,0.0,0.0,1.0,
20.0,0.0,10859.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1994.0,1995.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1097.0,7.00033446027523,0.0,0.0,0.0,0.0,1097.0,0.0,0.0,7.00033446027523,0.0,0.0,1.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,2.0,672.0,0.0,392.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.0,0.0,1.0,
20.0,0.0,8532.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,6.0,1954.0,1990.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,1213.0,0.0,84.0,7.167809184316444,0.0,1.0,0.0,0.0,1297.0,0.0,0.0,7.167809184316444,0.0,1.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,1.0,2.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,0.0,0.0,1.0,
20.0,0.0,7922.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,7.0,1953.0,2007.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,731.0,0.0,326.0,6.963189985870238,0.0,2.0,0.0,0.0,1057.0,0.0,0.0,6.963189985870238,1.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,1.0,246.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,0.0,1.0,1.0,
90.0,0.0,6040.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,1.0,4.0,5.0,1955.0,1955.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1152.0,0.0,0.0,7.049254841255837,0.0,0.0,2.0,0.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0,3.0,0.0,
20.0,0.0,8658.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,6.0,5.0,1965.0,1965.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,643.0,0.0,445.0,6.992096427415888,0.0,0.0,0.0,0.0,1324.0,0.0,0.0,7.188412736496954,0.0,0.0,2.0,0.0,3.0,1.0,1.0,6.0,0.0,1.0,2.0,440.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,0.0,1.0,1.0,
20.0,0.0,16905.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,5.0,6.0,1959.0,1959.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,967.0,0.0,383.0,7.2078598714324755,0.0,1.0,0.0,0.0,1328.0,0.0,0.0,7.191429330036379,0.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,1.0,308.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.0,0.0,1.0,
85.0,0.0,9180.0,0.0,1.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,4.0,5.0,7.0,1983.0,1983.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,747.0,93.0,0.0,6.733401891837359,0.0,1.0,0.0,0.0,884.0,0.0,0.0,6.784457062637643,1.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,504.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,0.0,0.0,1.0,
20.0,0.0,9200.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1975.0,1980.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,280.0,491.0,167.0,6.843749949006225,0.0,2.0,0.0,0.0,938.0,0.0,0.0,6.843749949006225,1.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,1.0,308.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.0,0.0,1.0,
20.0,0.0,7945.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,6.0,1959.0,1959.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,179.0,506.0,465.0,7.047517221357296,0.0,0.0,0.0,2.0,1150.0,0.0,0.0,7.047517221357296,1.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,0.0,0.0,1.0,
120.0,0.0,7658.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,9.0,5.0,2005.0,2005.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,456.0,0.0,1296.0,7.468513271496337,0.0,0.0,0.0,0.0,1752.0,0.0,0.0,7.468513271496337,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,0.0,1.0,2.0,576.0,0.0,196.0,82.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,0.0,0.0,1.0,
50.0,0.0,12822.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.0,0.0,83.0,7.2682230211595655,0.0,0.0,0.0,0.0,1518.0,631.0,0.0,7.67275789664251,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,2.0,670.0,0.0,168.0,43.0,0.0,0.0,198.0,0.0,0.0,8.0,2009.0,0.0,1.0,1.0,
20.0,3.0,11096.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,5.0,2006.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1632.0,7.412160334945205,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,7.412160334945205,0.0,0.0,2.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,3.0,826.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.0,0.0,1.0,
190.0,1.0,4456.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,5.0,1920.0,2008.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,736.0,6.601230118728877,0.0,1.0,0.0,0.0,736.0,716.0,0.0,7.280697195384741,0.0,0.0,2.0,0.0,2.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,6.0,2009.0,1.0,2.0,1.0,
20.0,0.0,7742.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,5.0,7.0,1966.0,1966.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,763.0,0.0,192.0,6.86171134048073,0.0,0.0,0.0,0.0,955.0,0.0,0.0,6.86171134048073,1.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,0.0,0.0,1.0,
